cycle,state,pollster,samplesize,candidate_name,Candidateidentifier,daysLeft,numberSupport,Democrat,Republican,Percentage.of.Vote.won.x,pvi,experienced
2018,Arizona,Ipsos,926.0,Kyrsten Sinema,2018AZSinema,-63,476.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Ipsos,926.0,Martha McSally,2018AZMcSally,-63,450.0,0,1,47.6,-4.106799945,1.0
2018,California,Ipsos,692.0,Dianne Feinstein,2018CAFeinstein,-63,450.0,1,0,54.2,10.76322564,1.0
2018,California,Ipsos,692.0,Kevin de León,2018CAde Leon,-63,242.0,1,0,45.8,10.76322564,1.0
2018,Pennsylvania,Rasmussen Reports/Pulse Opinion Research,720.0,Robert P. Casey Jr.,2018PACasey,-56,416.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,Rasmussen Reports/Pulse Opinion Research,720.0,Lou Barletta,2018PABarletta,-56,304.0,0,1,42.6,0.390350973,1.0
2018,Michigan,Mitchell Research & Communications,957.0,Debbie Stabenow,2018MIStabenow,-56,544.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Mitchell Research & Communications,957.0,John James,2018MIJames,-56,413.0,0,1,45.8,0.110617903,0.0
2018,Missouri,Trafalgar Group,1568.0,Claire McCaskill,2018MOMcCaskill,-57,758.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Trafalgar Group,1568.0,Josh Hawley,2018MOHawley,-57,810.0,0,1,51.4,-6.881433406,1.0
2018,New Mexico,Research & Polling Inc.,859.0,Martin Heinrich,2018NMHeinrich,-61,454.0,1,0,54.1,2.403798731,1.0
2018,New Mexico,Research & Polling Inc.,859.0,Mick Rich,2018NMRich,-61,251.0,0,1,30.5,2.403798731,0.0
2018,New Mexico,Research & Polling Inc.,859.0,Gary Johnson,2018NMJohnson,-61,154.0,0,0,15.4,2.403798731,1.0
2018,Nevada,Gravis Marketing,644.0,Jacky Rosen,2018NVRosen,-57,329.0,1,0,50.4,0.039999588,1.0
2018,Nevada,Gravis Marketing,644.0,Dean Heller,2018NVHeller,-57,315.0,0,1,45.4,0.039999588,1.0
2018,Minnesota,Mason-Dixon Polling & Strategy,720.0,Amy Klobuchar,2018MNKlobuchar,-58,480.0,1,0,60.3,1.11430914,1.0
2018,Minnesota,Mason-Dixon Polling & Strategy,720.0,Jim Newberger,2018MNNewberger,-58,240.0,0,1,36.2,1.11430914,1.0
2018,Tennessee,Triton Polling & Research,968.0,Phil Bredesen,2018TNBredesen,-58,467.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,Triton Polling & Research,968.0,Marsha Blackburn,2018TNBlackburn,-58,501.0,0,1,54.7,-14.12184488,1.0
2018,Florida,Ipsos,906.0,Bill Nelson,2018FLNelson,-63,446.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Ipsos,906.0,Rick Scott,2018FLScott,-63,460.0,0,1,50.1,-1.790610365,1.0
2018,Florida,Rasmussen Reports/Pulse Opinion Research,712.0,Bill Nelson,2018FLNelson,-58,360.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Rasmussen Reports/Pulse Opinion Research,712.0,Rick Scott,2018FLScott,-58,352.0,0,1,50.1,-1.790610365,1.0
2018,Arizona,Fox News/Beacon Research/Shaw & Co. Research,645.0,Kyrsten Sinema,2018AZSinema,-60,333.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Fox News/Beacon Research/Shaw & Co. Research,645.0,Martha McSally,2018AZMcSally,-60,312.0,0,1,47.6,-4.106799945,1.0
2018,Tennessee,Fox News/Beacon Research/Shaw & Co. Research,623.0,Phil Bredesen,2018TNBredesen,-60,301.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,Fox News/Beacon Research/Shaw & Co. Research,623.0,Marsha Blackburn,2018TNBlackburn,-60,322.0,0,1,54.7,-14.12184488,1.0
2018,North Dakota,Fox News/Beacon Research/Shaw & Co. Research,644.0,Heidi Heitkamp,2018NDHeitkamp,-60,308.0,1,0,45.5,-15.10961444,1.0
2018,North Dakota,Fox News/Beacon Research/Shaw & Co. Research,644.0,Kevin Cramer,2018NDCramer,-60,336.0,0,1,55.5,-15.10961444,1.0
2018,Indiana,Fox News/Beacon Research/Shaw & Co. Research,595.0,Joe Donnelly,2018INDonnelly,-60,291.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,Fox News/Beacon Research/Shaw & Co. Research,595.0,Mike Braun,2018INBraun,-60,304.0,0,1,50.9,-8.112056678,1.0
2018,Missouri,Fox News/Beacon Research/Shaw & Co. Research,606.0,Claire McCaskill,2018MOMcCaskill,-60,303.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Fox News/Beacon Research/Shaw & Co. Research,606.0,Josh Hawley,2018MOHawley,-60,303.0,0,1,51.4,-6.881433406,1.0
2018,Missouri,Fox News/Beacon Research/Shaw & Co. Research,573.0,Claire McCaskill,2018MOMcCaskill,-60,297.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Fox News/Beacon Research/Shaw & Co. Research,573.0,Josh Hawley,2018MOHawley,-60,276.0,0,1,51.4,-6.881433406,1.0
2018,Ohio,Morning Consult,1241.0,Sherrod Brown,2018OHBrown,-66,748.0,1,0,53.4,-4.171365879,1.0
2018,Ohio,Morning Consult,1241.0,Jim Renacci,2018OHRenacci,-66,493.0,0,1,46.6,-4.171365879,1.0
2018,Nevada,Suffolk University,414.0,Jacky Rosen,2018NVRosen,-63,208.0,1,0,50.4,0.039999588,1.0
2018,Nevada,Suffolk University,414.0,Dean Heller,2018NVHeller,-63,206.0,0,1,45.4,0.039999588,1.0
2018,Michigan,Strategic National,880.0,Debbie Stabenow,2018MIStabenow,-60,530.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Strategic National,880.0,John James,2018MIJames,-60,350.0,0,1,45.8,0.110617903,0.0
2018,Florida,SurveyUSA,569.0,Bill Nelson,2018FLNelson,-61,278.0,1,0,49.9,-1.790610365,1.0
2018,Florida,SurveyUSA,569.0,Rick Scott,2018FLScott,-61,291.0,0,1,50.1,-1.790610365,1.0
2018,Texas,Rasmussen Reports/Pulse Opinion Research,728.0,Beto O'Rourke,2018TXO'Rourke,-62,352.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Rasmussen Reports/Pulse Opinion Research,728.0,Ted Cruz,2018TXCruz,-62,376.0,0,1,50.9,-7.023984994,1.0
2018,Virginia,SSRS,450.0,Tim Kaine,2018VAKaine,-64,266.0,1,0,57.1,0.7271012379999999,1.0
2018,Virginia,SSRS,450.0,Corey Stewart,2018VAStewart,-64,184.0,0,1,41.1,0.7271012379999999,1.0
2018,Minnesota,SurveyUSA,522.0,Amy Klobuchar,2018MNKlobuchar,-62,304.0,1,0,60.3,1.11430914,1.0
2018,Minnesota,SurveyUSA,522.0,Jim Newberger,2018MNNewberger,-62,218.0,0,1,36.2,1.11430914,1.0
2018,Texas,Dixie Strategies,454.0,Beto O'Rourke,2018TXO'Rourke,-62,216.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Dixie Strategies,454.0,Ted Cruz,2018TXCruz,-62,238.0,0,1,50.9,-7.023984994,1.0
2018,Arizona,Gravis Marketing,855.0,Kyrsten Sinema,2018AZSinema,-63,423.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Gravis Marketing,855.0,Martha McSally,2018AZMcSally,-63,432.0,0,1,47.6,-4.106799945,1.0
2018,Michigan,Glengariff Group,528.0,Debbie Stabenow,2018MIStabenow,-63,333.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Glengariff Group,528.0,John James,2018MIJames,-63,195.0,0,1,45.8,0.110617903,0.0
2018,Arizona,OH Predictive Insights,561.0,Kyrsten Sinema,2018AZSinema,-63,271.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,OH Predictive Insights,561.0,Martha McSally,2018AZMcSally,-63,290.0,0,1,47.6,-4.106799945,1.0
2018,Arizona,Data Orbital,482.0,Kyrsten Sinema,2018AZSinema,-64,253.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Data Orbital,482.0,Martha McSally,2018AZMcSally,-64,229.0,0,1,47.6,-4.106799945,1.0
2018,Ohio,Change Research,722.0,Sherrod Brown,2018OHBrown,-68,379.0,1,0,53.4,-4.171365879,1.0
2018,Ohio,Change Research,722.0,Jim Renacci,2018OHRenacci,-68,343.0,0,1,46.6,-4.171365879,1.0
2018,Florida,Quinnipiac University,768.0,Bill Nelson,2018FLNelson,-69,384.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Quinnipiac University,768.0,Rick Scott,2018FLScott,-69,384.0,0,1,50.1,-1.790610365,1.0
2018,California,Probolsky Research,597.0,Dianne Feinstein,2018CAFeinstein,-70,335.0,1,0,54.2,10.76322564,1.0
2018,California,Probolsky Research,597.0,Kevin de León,2018CAde Leon,-70,262.0,1,0,45.8,10.76322564,1.0
2018,Utah,Dan Jones & Associates,678.0,Jenny Wilson,2018UTWilson,-77,234.0,1,0,30.9,-16.22280025,1.0
2018,Utah,Dan Jones & Associates,678.0,Mitt Romney,2018UTRomney,-77,444.0,0,1,62.6,-16.22280025,1.0
2018,Montana,University of Montana,409.0,Jon Tester,2018MTTester,-86,260.0,1,0,50.3,-8.652566712,1.0
2018,Montana,University of Montana,409.0,Matt Rosendale,2018MTRosendale,-86,149.0,0,1,46.8,-8.652566712,1.0
2018,Florida,Public Policy Polling,675.0,Bill Nelson,2018FLNelson,-70,341.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Public Policy Polling,675.0,Rick Scott,2018FLScott,-70,334.0,0,1,50.1,-1.790610365,1.0
2018,Florida,St. Pete Polls,1661.0,Bill Nelson,2018FLNelson,-70,831.0,1,0,49.9,-1.790610365,1.0
2018,Florida,St. Pete Polls,1661.0,Rick Scott,2018FLScott,-70,830.0,0,1,50.1,-1.790610365,1.0
2018,Florida,Gravis Marketing,1150.0,Bill Nelson,2018FLNelson,-70,575.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Gravis Marketing,1150.0,Rick Scott,2018FLScott,-70,575.0,0,1,50.1,-1.790610365,1.0
2018,Indiana,Marist College,489.0,Joe Donnelly,2018INDonnelly,-73,253.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,Marist College,489.0,Mike Braun,2018INBraun,-73,236.0,0,1,50.9,-8.112056678,1.0
2018,Indiana,Marist College,529.0,Joe Donnelly,2018INDonnelly,-73,282.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,Marist College,529.0,Mike Braun,2018INBraun,-73,247.0,0,1,50.9,-8.112056678,1.0
2018,Missouri,Marist College,532.0,Claire McCaskill,2018MOMcCaskill,-74,266.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Marist College,532.0,Josh Hawley,2018MOHawley,-74,266.0,0,1,51.4,-6.881433406,1.0
2018,Missouri,Marist College,476.0,Claire McCaskill,2018MOMcCaskill,-74,249.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Marist College,476.0,Josh Hawley,2018MOHawley,-74,227.0,0,1,51.4,-6.881433406,1.0
2018,Tennessee,Marist College,505.0,Phil Bredesen,2018TNBredesen,-74,258.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,Marist College,505.0,Marsha Blackburn,2018TNBlackburn,-74,247.0,0,1,54.7,-14.12184488,1.0
2018,Connecticut,Gravis Marketing,551.0,Christopher Murphy,2018CTMurphy,-75,327.0,1,0,59.5,4.933092737,1.0
2018,Connecticut,Gravis Marketing,551.0,Matthew Corey,2018CTCorey,-75,224.0,0,1,39.4,4.933092737,0.0
2018,Utah,Lighthouse Research,462.0,Jenny Wilson,2018UTWilson,-88,111.0,1,0,30.9,-16.22280025,1.0
2018,Utah,Lighthouse Research,462.0,Mitt Romney,2018UTRomney,-88,351.0,0,1,62.6,-16.22280025,1.0
2018,Pennsylvania,Franklin & Marshall College,179.0,Robert P. Casey Jr.,2018PACasey,-79,104.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,Franklin & Marshall College,179.0,Lou Barletta,2018PABarletta,-79,75.0,0,1,42.6,0.390350973,1.0
2018,West Virginia,Research America Inc.,338.0,"Joe Manchin, III",2018WVManchin,-83,185.0,1,0,49.6,-13.38955503,1.0
2018,West Virginia,Research America Inc.,338.0,Patrick Morrisey,2018WVMorrisey,-83,153.0,0,1,46.3,-13.38955503,1.0
2018,Texas,Emerson College,411.0,Beto O'Rourke,2018TXO'Rourke,-77,204.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Emerson College,411.0,Ted Cruz,2018TXCruz,-77,207.0,0,1,50.9,-7.023984994,1.0
2018,Virginia,Cygnal,1072.0,Tim Kaine,2018VAKaine,-77,561.0,1,0,57.1,0.7271012379999999,1.0
2018,Virginia,Cygnal,1072.0,Corey Stewart,2018VAStewart,-77,511.0,0,1,41.1,0.7271012379999999,1.0
2018,Wisconsin,Suffolk University,460.0,Tammy Baldwin,2018WIBaldwin,-81,249.0,1,0,55.4,-1.482069759,1.0
2018,Wisconsin,Suffolk University,460.0,Leah Vukmir,2018WIVukmir,-81,211.0,0,1,44.6,-1.482069759,1.0
2018,Connecticut,Quinnipiac University,925.0,Christopher Murphy,2018CTMurphy,-83,607.0,1,0,59.5,4.933092737,1.0
2018,Connecticut,Quinnipiac University,925.0,Matthew Corey,2018CTCorey,-83,318.0,0,1,39.4,4.933092737,0.0
2018,Minnesota,Suffolk University,436.0,Amy Klobuchar,2018MNKlobuchar,-82,268.0,1,0,60.3,1.11430914,1.0
2018,Minnesota,Suffolk University,436.0,Jim Newberger,2018MNNewberger,-82,168.0,0,1,36.2,1.11430914,1.0
2018,Florida,Florida Atlantic University,672.0,Bill Nelson,2018FLNelson,-83,312.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Florida Atlantic University,672.0,Rick Scott,2018FLScott,-83,360.0,0,1,50.1,-1.790610365,1.0
2018,New Jersey,Quinnipiac University,725.0,Robert Menendez,2018NJMenendez,-84,390.0,1,0,54.0,5.440680607000001,1.0
2018,New Jersey,Quinnipiac University,725.0,Bob Hugin,2018NJHugin,-84,335.0,0,1,42.8,5.440680607000001,0.0
2018,Wisconsin,Marquette University Law School,576.0,Tammy Baldwin,2018WIBaldwin,-84,294.0,1,0,55.4,-1.482069759,1.0
2018,Wisconsin,Marquette University Law School,576.0,Leah Vukmir,2018WIVukmir,-84,282.0,0,1,44.6,-1.482069759,1.0
2018,Virginia,Roanoke College,435.0,Tim Kaine,2018VAKaine,-87,261.0,1,0,57.1,0.7271012379999999,1.0
2018,Virginia,Roanoke College,435.0,Corey Stewart,2018VAStewart,-87,174.0,0,1,41.1,0.7271012379999999,1.0
2018,New Mexico,Emerson College,348.0,Martin Heinrich,2018NMHeinrich,-82,194.0,1,0,54.1,2.403798731,1.0
2018,New Mexico,Emerson College,348.0,Mick Rich,2018NMRich,-82,52.0,0,1,30.5,2.403798731,0.0
2018,New Mexico,Emerson College,348.0,Gary Johnson,2018NMJohnson,-82,102.0,0,0,15.4,2.403798731,1.0
2018,Michigan,Gravis Marketing,555.0,Debbie Stabenow,2018MIStabenow,-85,329.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Gravis Marketing,555.0,John James,2018MIJames,-85,226.0,0,1,45.8,0.110617903,0.0
2018,Texas,Marist College,712.0,Beto O'Rourke,2018TXO'Rourke,-87,341.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Marist College,712.0,Ted Cruz,2018TXCruz,-87,371.0,0,1,50.9,-7.023984994,1.0
2018,Pennsylvania,Marist College,647.0,Robert P. Casey Jr.,2018PACasey,-87,377.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,Marist College,647.0,Lou Barletta,2018PABarletta,-87,270.0,0,1,42.6,0.390350973,1.0
2018,Florida,Saint Leo University,381.0,Bill Nelson,2018FLNelson,-89,179.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Saint Leo University,381.0,Rick Scott,2018FLScott,-89,202.0,0,1,50.1,-1.790610365,1.0
2018,Michigan,Strategic National,595.0,Debbie Stabenow,2018MIStabenow,-86,350.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Strategic National,595.0,John James,2018MIJames,-86,245.0,0,1,45.8,0.110617903,0.0
2018,Tennessee,Gravis Marketing,569.0,Phil Bredesen,2018TNBredesen,-90,272.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,Gravis Marketing,569.0,Marsha Blackburn,2018TNBlackburn,-90,297.0,0,1,54.7,-14.12184488,1.0
2018,Minnesota,Emerson College,380.0,Amy Klobuchar,2018MNKlobuchar,-91,251.0,1,0,60.3,1.11430914,1.0
2018,Minnesota,Emerson College,380.0,Jim Newberger,2018MNNewberger,-91,129.0,0,1,36.2,1.11430914,1.0
2018,Missouri,Remington Research Group,1676.0,Claire McCaskill,2018MOMcCaskill,-91,838.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Remington Research Group,1676.0,Josh Hawley,2018MOHawley,-91,838.0,0,1,51.4,-6.881433406,1.0
2018,Indiana,Trafalgar Group,1267.0,Joe Donnelly,2018INDonnelly,-99,719.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,Trafalgar Group,1267.0,Mike Braun,2018INBraun,-99,548.0,0,1,50.9,-8.112056678,1.0
2018,Maine,Suffolk University,427.0,Zak Ringelstein,2018MERingelstein,-97,44.0,1,0,10.4,1.414830868,0.0
2018,Maine,Suffolk University,427.0,Eric L. Brakey,2018MEBrakey,-97,125.0,0,1,35.2,1.414830868,1.0
2018,Maine,Suffolk University,427.0,Angus S. King Jr.,2018MEKing,-97,258.0,1,0,54.3,1.414830868,1.0
2018,Mississippi,Triumph Campaigns,1799.0,David Baria,2018MSBaria,-100,681.0,1,0,39.5,-7.954178646,1.0
2018,Mississippi,Triumph Campaigns,1799.0,Roger F. Wicker,2018MSWicker,-100,1118.0,0,1,58.5,-7.954178646,1.0
2018,Texas,Quinnipiac University,1027.0,Beto O'Rourke,2018TXO'Rourke,-104,480.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Quinnipiac University,1027.0,Ted Cruz,2018TXCruz,-104,547.0,0,1,50.9,-7.023984994,1.0
2018,Virginia,Virginia Commonwealth University,560.0,Tim Kaine,2018VAKaine,-120,366.0,1,0,57.1,0.7271012379999999,1.0
2018,Virginia,Virginia Commonwealth University,560.0,Corey Stewart,2018VAStewart,-120,194.0,0,1,41.1,0.7271012379999999,1.0
2018,Nevada,Suffolk University,405.0,Jacky Rosen,2018NVRosen,-106,200.0,1,0,50.4,0.039999588,1.0
2018,Nevada,Suffolk University,405.0,Dean Heller,2018NVHeller,-106,205.0,0,1,45.4,0.039999588,1.0
2018,Delaware,Gravis Marketing,759.0,Thomas R. Carper,2018DECarper,-106,415.0,1,0,60.0,5.995207379,1.0
2018,Delaware,Gravis Marketing,759.0,Rob Arlett,2018DEArlett,-106,344.0,0,1,37.8,5.995207379,1.0
2018,Wisconsin,Emerson College,541.0,Tammy Baldwin,2018WIBaldwin,-104,317.0,1,0,55.4,-1.482069759,1.0
2018,Wisconsin,Emerson College,541.0,Leah Vukmir,2018WIVukmir,-104,224.0,0,1,44.6,-1.482069759,1.0
2018,Arizona,OH Predictive Insights,552.0,Kyrsten Sinema,2018AZSinema,-106,288.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,OH Predictive Insights,552.0,Martha McSally,2018AZMcSally,-106,264.0,0,1,47.6,-4.106799945,1.0
2018,Florida,Mason-Dixon Polling & Strategy,568.0,Bill Nelson,2018FLNelson,-106,275.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Mason-Dixon Polling & Strategy,568.0,Rick Scott,2018FLScott,-106,293.0,0,1,50.1,-1.790610365,1.0
2018,Texas,Texas Lyceum,351.0,Beto O'Rourke,2018TXO'Rourke,-121,171.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Texas Lyceum,351.0,Ted Cruz,2018TXCruz,-121,180.0,0,1,50.9,-7.023984994,1.0
2018,Florida,Florida Atlantic University,672.0,Bill Nelson,2018FLNelson,-110,320.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Florida Atlantic University,672.0,Rick Scott,2018FLScott,-110,352.0,0,1,50.1,-1.790610365,1.0
2018,Michigan,Emerson College,454.0,Debbie Stabenow,2018MIStabenow,-111,283.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Emerson College,454.0,John James,2018MIJames,-111,171.0,0,1,45.8,0.110617903,0.0
2018,Michigan,Marist College,814.0,Debbie Stabenow,2018MIStabenow,-115,487.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Marist College,814.0,John James,2018MIJames,-115,327.0,0,1,45.8,0.110617903,0.0
2018,Wisconsin,Marist College,842.0,Tammy Baldwin,2018WIBaldwin,-115,498.0,1,0,55.4,-1.482069759,1.0
2018,Wisconsin,Marist College,842.0,Leah Vukmir,2018WIVukmir,-115,344.0,0,1,44.6,-1.482069759,1.0
2018,California,Public Policy Institute of California,713.0,Dianne Feinstein,2018CAFeinstein,-122,469.0,1,0,54.2,10.76322564,1.0
2018,California,Public Policy Institute of California,713.0,Kevin de León,2018CAde Leon,-122,244.0,1,0,45.8,10.76322564,1.0
2018,West Virginia,Trafalgar Group,1034.0,"Joe Manchin, III",2018WVManchin,-117,577.0,1,0,49.6,-13.38955503,1.0
2018,West Virginia,Trafalgar Group,1034.0,Patrick Morrisey,2018WVMorrisey,-117,457.0,0,1,46.3,-13.38955503,1.0
2018,Florida,Gravis Marketing,1655.0,Bill Nelson,2018FLNelson,-117,864.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Gravis Marketing,1655.0,Rick Scott,2018FLScott,-117,791.0,0,1,50.1,-1.790610365,1.0
2018,Tennessee,Emerson College,518.0,Phil Bredesen,2018TNBredesen,-119,279.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,Emerson College,518.0,Marsha Blackburn,2018TNBlackburn,-119,239.0,0,1,54.7,-14.12184488,1.0
2018,Montana,Remington Research Group,2451.0,Jon Tester,2018MTTester,-122,1264.0,1,0,50.3,-8.652566712,1.0
2018,Montana,Remington Research Group,2451.0,Matt Rosendale,2018MTRosendale,-122,1187.0,0,1,46.8,-8.652566712,1.0
2018,New Jersey,Gravis Marketing,472.0,Robert Menendez,2018NJMenendez,-124,242.0,1,0,54.0,5.440680607000001,1.0
2018,New Jersey,Gravis Marketing,472.0,Bob Hugin,2018NJHugin,-124,230.0,0,1,42.8,5.440680607000001,0.0
2018,Missouri,Remington Research Group,971.0,Claire McCaskill,2018MOMcCaskill,-123,475.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Remington Research Group,971.0,Josh Hawley,2018MOHawley,-123,496.0,0,1,51.4,-6.881433406,1.0
2018,Texas,Gravis Marketing,559.0,Beto O'Rourke,2018TXO'Rourke,-127,252.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Gravis Marketing,559.0,Ted Cruz,2018TXCruz,-127,307.0,0,1,50.9,-7.023984994,1.0
2018,Arizona,Gravis Marketing,757.0,Kyrsten Sinema,2018AZSinema,-133,397.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Gravis Marketing,757.0,Martha McSally,2018AZMcSally,-133,360.0,0,1,47.6,-4.106799945,1.0
2018,Indiana,SurveyMonkey,806.0,Joe Donnelly,2018INDonnelly,-149,382.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,SurveyMonkey,806.0,Mike Braun,2018INBraun,-149,424.0,0,1,50.9,-8.112056678,1.0
2018,Indiana,SurveyMonkey,697.0,Joe Donnelly,2018INDonnelly,-149,345.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,SurveyMonkey,697.0,Mike Braun,2018INBraun,-149,352.0,0,1,50.9,-8.112056678,1.0
2018,Indiana,SurveyMonkey,763.0,Joe Donnelly,2018INDonnelly,-149,350.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,SurveyMonkey,763.0,Mike Braun,2018INBraun,-149,413.0,0,1,50.9,-8.112056678,1.0
2018,Indiana,SurveyMonkey,922.0,Joe Donnelly,2018INDonnelly,-149,437.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,SurveyMonkey,922.0,Mike Braun,2018INBraun,-149,485.0,0,1,50.9,-8.112056678,1.0
2018,Montana,SurveyMonkey,924.0,Jon Tester,2018MTTester,-149,509.0,1,0,50.3,-8.652566712,1.0
2018,Montana,SurveyMonkey,924.0,Matt Rosendale,2018MTRosendale,-149,415.0,0,1,46.8,-8.652566712,1.0
2018,Montana,SurveyMonkey,860.0,Jon Tester,2018MTTester,-149,474.0,1,0,50.3,-8.652566712,1.0
2018,Montana,SurveyMonkey,860.0,Matt Rosendale,2018MTRosendale,-149,386.0,0,1,46.8,-8.652566712,1.0
2018,Montana,SurveyMonkey,848.0,Jon Tester,2018MTTester,-149,481.0,1,0,50.3,-8.652566712,1.0
2018,Montana,SurveyMonkey,848.0,Matt Rosendale,2018MTRosendale,-149,367.0,0,1,46.8,-8.652566712,1.0
2018,Montana,SurveyMonkey,953.0,Jon Tester,2018MTTester,-149,525.0,1,0,50.3,-8.652566712,1.0
2018,Montana,SurveyMonkey,953.0,Matt Rosendale,2018MTRosendale,-149,428.0,0,1,46.8,-8.652566712,1.0
2018,North Dakota,SurveyMonkey,424.0,Heidi Heitkamp,2018NDHeitkamp,-149,199.0,1,0,45.5,-15.10961444,1.0
2018,North Dakota,SurveyMonkey,424.0,Kevin Cramer,2018NDCramer,-149,225.0,0,1,55.5,-15.10961444,1.0
2018,North Dakota,SurveyMonkey,384.0,Heidi Heitkamp,2018NDHeitkamp,-149,178.0,1,0,45.5,-15.10961444,1.0
2018,North Dakota,SurveyMonkey,384.0,Kevin Cramer,2018NDCramer,-149,206.0,0,1,55.5,-15.10961444,1.0
2018,North Dakota,SurveyMonkey,398.0,Heidi Heitkamp,2018NDHeitkamp,-149,185.0,1,0,45.5,-15.10961444,1.0
2018,North Dakota,SurveyMonkey,398.0,Kevin Cramer,2018NDCramer,-149,213.0,0,1,55.5,-15.10961444,1.0
2018,North Dakota,SurveyMonkey,447.0,Heidi Heitkamp,2018NDHeitkamp,-149,201.0,1,0,45.5,-15.10961444,1.0
2018,North Dakota,SurveyMonkey,447.0,Kevin Cramer,2018NDCramer,-149,246.0,0,1,55.5,-15.10961444,1.0
2018,North Dakota,SurveyMonkey,447.0,Heidi Heitkamp,2018NDHeitkamp,-149,205.0,1,0,45.5,-15.10961444,1.0
2018,North Dakota,SurveyMonkey,447.0,Kevin Cramer,2018NDCramer,-149,242.0,0,1,55.5,-15.10961444,1.0
2018,Pennsylvania,SurveyMonkey,844.0,Robert P. Casey Jr.,2018PACasey,-149,470.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,SurveyMonkey,844.0,Lou Barletta,2018PABarletta,-149,374.0,0,1,42.6,0.390350973,1.0
2018,Pennsylvania,SurveyMonkey,740.0,Robert P. Casey Jr.,2018PACasey,-149,411.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,SurveyMonkey,740.0,Lou Barletta,2018PABarletta,-149,329.0,0,1,42.6,0.390350973,1.0
2018,Pennsylvania,SurveyMonkey,835.0,Robert P. Casey Jr.,2018PACasey,-149,482.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,SurveyMonkey,835.0,Lou Barletta,2018PABarletta,-149,353.0,0,1,42.6,0.390350973,1.0
2018,Pennsylvania,SurveyMonkey,959.0,Robert P. Casey Jr.,2018PACasey,-149,534.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,SurveyMonkey,959.0,Lou Barletta,2018PABarletta,-149,425.0,0,1,42.6,0.390350973,1.0
2018,Pennsylvania,SurveyMonkey,949.0,Robert P. Casey Jr.,2018PACasey,-149,524.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,SurveyMonkey,949.0,Lou Barletta,2018PABarletta,-149,425.0,0,1,42.6,0.390350973,1.0
