cycle,state,pollster,samplesize,candidate_name,Candidateidentifier,daysLeft,numberSupport,Democrat,Republican,Percentage.of.Vote.won.x,pvi,experienced
2018,Florida,Rasmussen Reports/Pulse Opinion Research,800,Rick Scott,2018FLScott,-57,352.0,0,1,50.1,-1.790610365,1.0
2018,Arizona,Fox News/Beacon Research/Shaw & Co. Research,710,Kyrsten Sinema,2018AZSinema,-57,333.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Fox News/Beacon Research/Shaw & Co. Research,710,Martha McSally,2018AZMcSally,-57,312.0,0,1,47.6,-4.106799945,1.0
2018,Tennessee,Fox News/Beacon Research/Shaw & Co. Research,686,Phil Bredesen,2018TNBredesen,-57,301.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,Fox News/Beacon Research/Shaw & Co. Research,686,Marsha Blackburn,2018TNBlackburn,-57,322.0,0,1,54.7,-14.12184488,1.0
2018,North Dakota,Fox News/Beacon Research/Shaw & Co. Research,701,Heidi Heitkamp,2018NDHeitkamp,-57,308.0,1,0,45.5,-15.10961444,1.0
2018,North Dakota,Fox News/Beacon Research/Shaw & Co. Research,701,Kevin Cramer,2018NDCramer,-57,336.0,0,1,55.5,-15.10961444,1.0
2018,Indiana,Fox News/Beacon Research/Shaw & Co. Research,677,Joe Donnelly,2018INDonnelly,-57,291.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,Fox News/Beacon Research/Shaw & Co. Research,677,Mike Braun,2018INBraun,-57,304.0,0,1,50.9,-8.112056678,1.0
2018,Missouri,Fox News/Beacon Research/Shaw & Co. Research,675,Claire McCaskill,2018MOMcCaskill,-57,303.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Fox News/Beacon Research/Shaw & Co. Research,675,Josh Hawley,2018MOHawley,-57,303.0,0,1,51.4,-6.881433406,1.0
2018,Missouri,Fox News/Beacon Research/Shaw & Co. Research,675,Claire McCaskill,2018MOMcCaskill,-57,297.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Fox News/Beacon Research/Shaw & Co. Research,675,Josh Hawley,2018MOHawley,-57,276.0,0,1,51.4,-6.881433406,1.0
2018,Ohio,Morning Consult,1592,Sherrod Brown,2018OHBrown,-57,748.0,1,0,53.4,-4.171365879,1.0
2018,Ohio,Morning Consult,1592,Jim Renacci,2018OHRenacci,-57,493.0,0,1,46.6,-4.171365879,1.0
2018,Nevada,Suffolk University,500,Jacky Rosen,2018NVRosen,-58,208.0,1,0,50.4,0.039999588,1.0
2018,Nevada,Suffolk University,500,Dean Heller,2018NVHeller,-58,206.0,0,1,45.4,0.039999588,1.0
2018,Michigan,Strategic National,1000,Debbie Stabenow,2018MIStabenow,-59,530.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Strategic National,1000,John James,2018MIJames,-59,350.0,0,1,45.8,0.110617903,0.0
2018,Florida,SurveyUSA,634,Bill Nelson,2018FLNelson,-59,278.0,1,0,49.9,-1.790610365,1.0
2018,Florida,SurveyUSA,634,Rick Scott,2018FLScott,-59,291.0,0,1,50.1,-1.790610365,1.0
2018,Texas,Rasmussen Reports/Pulse Opinion Research,800,Beto O'Rourke,2018TXO'Rourke,-59,352.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Rasmussen Reports/Pulse Opinion Research,800,Ted Cruz,2018TXCruz,-59,376.0,0,1,50.9,-7.023984994,1.0
2018,Virginia,SSRS,704,Tim Kaine,2018VAKaine,-59,359.0,1,0,57.1,0.7271012379999999,1.0
2018,Virginia,SSRS,704,Corey Stewart,2018VAStewart,-59,232.0,0,1,41.1,0.7271012379999999,1.0
2018,Virginia,SSRS,512,Tim Kaine,2018VAKaine,-59,266.0,1,0,57.1,0.7271012379999999,1.0
2018,Virginia,SSRS,512,Corey Stewart,2018VAStewart,-59,184.0,0,1,41.1,0.7271012379999999,1.0
2018,Minnesota,SurveyUSA,574,Amy Klobuchar,2018MNKlobuchar,-60,304.0,1,0,60.3,1.11430914,1.0
2018,Minnesota,SurveyUSA,574,Jim Newberger,2018MNNewberger,-60,218.0,0,1,36.2,1.11430914,1.0
2018,Texas,Dixie Strategies,519,Beto O'Rourke,2018TXO'Rourke,-61,216.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Dixie Strategies,519,Ted Cruz,2018TXCruz,-61,238.0,0,1,50.9,-7.023984994,1.0
2018,Arizona,Gravis Marketing,882,Kyrsten Sinema,2018AZSinema,-61,423.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Gravis Marketing,882,Martha McSally,2018AZMcSally,-61,432.0,0,1,47.6,-4.106799945,1.0
2018,Michigan,Glengariff Group,600,Debbie Stabenow,2018MIStabenow,-61,333.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Glengariff Group,600,John James,2018MIJames,-61,195.0,0,1,45.8,0.110617903,0.0
2018,Arizona,OH Predictive Insights,597,Kyrsten Sinema,2018AZSinema,-62,271.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,OH Predictive Insights,597,Martha McSally,2018AZMcSally,-62,290.0,0,1,47.6,-4.106799945,1.0
2018,Arizona,Data Orbital,550,Kyrsten Sinema,2018AZSinema,-62,253.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Data Orbital,550,Martha McSally,2018AZMcSally,-62,229.0,0,1,47.6,-4.106799945,1.0
2018,Ohio,Change Research,822,Sherrod Brown,2018OHBrown,-64,379.0,1,0,53.4,-4.171365879,1.0
2018,Ohio,Change Research,822,Jim Renacci,2018OHRenacci,-64,343.0,0,1,46.6,-4.171365879,1.0
2018,Florida,Quinnipiac University,785,Bill Nelson,2018FLNelson,-65,384.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Quinnipiac University,785,Rick Scott,2018FLScott,-65,384.0,0,1,50.1,-1.790610365,1.0
2018,California,Probolsky Research,900,Dianne Feinstein,2018CAFeinstein,-66,335.0,1,0,54.2,10.76322564,1.0
2018,California,Probolsky Research,900,Kevin de León,2018CAde Leon,-66,262.0,1,0,45.8,10.76322564,1.0
2018,Utah,Dan Jones & Associates,809,Jenny Wilson,2018UTWilson,-68,234.0,1,0,30.9,-16.22280025,1.0
2018,Utah,Dan Jones & Associates,809,Mitt Romney,2018UTRomney,-68,444.0,0,1,62.6,-16.22280025,1.0
2018,Montana,University of Montana,466,Jon Tester,2018MTTester,-68,260.0,1,0,50.3,-8.652566712,1.0
2018,Montana,University of Montana,466,Matt Rosendale,2018MTRosendale,-68,149.0,0,1,46.8,-8.652566712,1.0
2018,Florida,Public Policy Polling,743,Bill Nelson,2018FLNelson,-69,341.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Public Policy Polling,743,Rick Scott,2018FLScott,-69,334.0,0,1,50.1,-1.790610365,1.0
2018,Florida,St. Pete Polls,1755,Bill Nelson,2018FLNelson,-69,831.0,1,0,49.9,-1.790610365,1.0
2018,Florida,St. Pete Polls,1755,Rick Scott,2018FLScott,-69,830.0,0,1,50.1,-1.790610365,1.0
2018,Florida,Gravis Marketing,1225,Bill Nelson,2018FLNelson,-69,575.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Gravis Marketing,1225,Rick Scott,2018FLScott,-69,575.0,0,1,50.1,-1.790610365,1.0
2018,Indiana,Marist College,576,Joe Donnelly,2018INDonnelly,-70,253.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,Marist College,576,Mike Braun,2018INBraun,-70,236.0,0,1,50.9,-8.112056678,1.0
2018,Indiana,Marist College,576,Joe Donnelly,2018INDonnelly,-70,282.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,Marist College,576,Mike Braun,2018INBraun,-70,247.0,0,1,50.9,-8.112056678,1.0
2018,Missouri,Marist College,568,Claire McCaskill,2018MOMcCaskill,-71,266.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Marist College,568,Josh Hawley,2018MOHawley,-71,266.0,0,1,51.4,-6.881433406,1.0
2018,Missouri,Marist College,568,Claire McCaskill,2018MOMcCaskill,-71,249.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Marist College,568,Josh Hawley,2018MOHawley,-71,227.0,0,1,51.4,-6.881433406,1.0
2018,Tennessee,Marist College,538,Phil Bredesen,2018TNBredesen,-71,258.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,Marist College,538,Marsha Blackburn,2018TNBlackburn,-71,247.0,0,1,54.7,-14.12184488,1.0
2018,Connecticut,Gravis Marketing,606,Christopher Murphy,2018CTMurphy,-72,327.0,1,0,59.5,4.933092737,1.0
2018,Connecticut,Gravis Marketing,606,Matthew Corey,2018CTCorey,-72,224.0,0,1,39.4,4.933092737,0.0
2018,Utah,Lighthouse Research,600,Jenny Wilson,2018UTWilson,-72,111.0,1,0,30.9,-16.22280025,1.0
2018,Utah,Lighthouse Research,600,Mitt Romney,2018UTRomney,-72,351.0,0,1,62.6,-16.22280025,1.0
2018,Pennsylvania,Franklin & Marshall College,222,Robert P. Casey Jr.,2018PACasey,-73,104.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,Franklin & Marshall College,222,Lou Barletta,2018PABarletta,-73,75.0,0,1,42.6,0.390350973,1.0
2018,West Virginia,Research America Inc.,404,"Joe Manchin, III",2018WVManchin,-73,185.0,1,0,49.6,-13.38955503,1.0
2018,West Virginia,Research America Inc.,404,Patrick Morrisey,2018WVMorrisey,-73,153.0,0,1,46.3,-13.38955503,1.0
2018,Texas,Emerson College,550,Beto O'Rourke,2018TXO'Rourke,-74,204.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Emerson College,550,Ted Cruz,2018TXCruz,-74,207.0,0,1,50.9,-7.023984994,1.0
2018,Virginia,Cygnal,1119,Tim Kaine,2018VAKaine,-75,561.0,1,0,57.1,0.7271012379999999,1.0
2018,Virginia,Cygnal,1119,Corey Stewart,2018VAStewart,-75,511.0,0,1,41.1,0.7271012379999999,1.0
2018,Wisconsin,Suffolk University,500,Tammy Baldwin,2018WIBaldwin,-75,249.0,1,0,55.4,-1.482069759,1.0
2018,Wisconsin,Suffolk University,500,Leah Vukmir,2018WIVukmir,-75,211.0,0,1,44.6,-1.482069759,1.0
2018,Connecticut,Quinnipiac University,1029,Christopher Murphy,2018CTMurphy,-78,607.0,1,0,59.5,4.933092737,1.0
2018,Connecticut,Quinnipiac University,1029,Matthew Corey,2018CTCorey,-78,318.0,0,1,39.4,4.933092737,0.0
2018,Minnesota,Suffolk University,500,Amy Klobuchar,2018MNKlobuchar,-79,268.0,1,0,60.3,1.11430914,1.0
2018,Minnesota,Suffolk University,500,Jim Newberger,2018MNNewberger,-79,168.0,0,1,36.2,1.11430914,1.0
2018,Florida,Florida Atlantic University,800,Bill Nelson,2018FLNelson,-79,312.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Florida Atlantic University,800,Rick Scott,2018FLScott,-79,360.0,0,1,50.1,-1.790610365,1.0
2018,New Jersey,Quinnipiac University,908,Robert Menendez,2018NJMenendez,-79,390.0,1,0,54.0,5.440680607000001,1.0
2018,New Jersey,Quinnipiac University,908,Bob Hugin,2018NJHugin,-79,335.0,0,1,42.8,5.440680607000001,0.0
2018,Wisconsin,Marquette University Law School,601,Tammy Baldwin,2018WIBaldwin,-80,294.0,1,0,55.4,-1.482069759,1.0
2018,Wisconsin,Marquette University Law School,601,Leah Vukmir,2018WIVukmir,-80,282.0,0,1,44.6,-1.482069759,1.0
2018,Virginia,Roanoke College,512,Tim Kaine,2018VAKaine,-80,261.0,1,0,57.1,0.7271012379999999,1.0
2018,Virginia,Roanoke College,512,Corey Stewart,2018VAStewart,-80,174.0,0,1,41.1,0.7271012379999999,1.0
2018,New Mexico,Emerson College,500,Martin Heinrich,2018NMHeinrich,-81,194.0,1,0,54.1,2.403798731,1.0
2018,New Mexico,Emerson College,500,Mick Rich,2018NMRich,-81,52.0,0,1,30.5,2.403798731,0.0
2018,New Mexico,Emerson College,500,Gary Johnson,2018NMJohnson,-81,102.0,0,0,15.4,2.403798731,1.0
2018,Michigan,Gravis Marketing,647,Debbie Stabenow,2018MIStabenow,-83,329.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Gravis Marketing,647,John James,2018MIJames,-83,226.0,0,1,45.8,0.110617903,0.0
2018,Texas,Marist College,759,Beto O'Rourke,2018TXO'Rourke,-83,341.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Marist College,759,Ted Cruz,2018TXCruz,-83,371.0,0,1,50.9,-7.023984994,1.0
2018,Pennsylvania,Marist College,713,Robert P. Casey Jr.,2018PACasey,-83,377.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,Marist College,713,Lou Barletta,2018PABarletta,-83,270.0,0,1,42.6,0.390350973,1.0
2018,Florida,Saint Leo University,500,Bill Nelson,2018FLNelson,-83,179.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Saint Leo University,500,Rick Scott,2018FLScott,-83,202.0,0,1,50.1,-1.790610365,1.0
2018,Michigan,Strategic National,700,Debbie Stabenow,2018MIStabenow,-85,350.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Strategic National,700,John James,2018MIJames,-85,245.0,0,1,45.8,0.110617903,0.0
2018,Tennessee,Gravis Marketing,620,Phil Bredesen,2018TNBredesen,-88,272.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,Gravis Marketing,620,Marsha Blackburn,2018TNBlackburn,-88,297.0,0,1,54.7,-14.12184488,1.0
2018,Minnesota,Emerson College,500,Amy Klobuchar,2018MNKlobuchar,-88,251.0,1,0,60.3,1.11430914,1.0
2018,Minnesota,Emerson College,500,Jim Newberger,2018MNNewberger,-88,129.0,0,1,36.2,1.11430914,1.0
2018,Missouri,Remington Research Group,1785,Claire McCaskill,2018MOMcCaskill,-90,838.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Remington Research Group,1785,Josh Hawley,2018MOHawley,-90,838.0,0,1,51.4,-6.881433406,1.0
2018,Indiana,Trafalgar Group,1420,Joe Donnelly,2018INDonnelly,-92,719.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,Trafalgar Group,1420,Mike Braun,2018INBraun,-92,548.0,0,1,50.9,-8.112056678,1.0
2018,Maine,Suffolk University,500,Zak Ringelstein,2018MERingelstein,-93,44.0,1,0,10.4,1.414830868,0.0
2018,Maine,Suffolk University,500,Eric L. Brakey,2018MEBrakey,-93,125.0,0,1,35.2,1.414830868,1.0
2018,Maine,Suffolk University,500,Angus S. King Jr.,2018MEKing,-93,258.0,1,0,54.3,1.414830868,1.0
2018,Mississippi,Triumph Campaigns,2100,David Baria,2018MSBaria,-99,681.0,1,0,39.5,-7.954178646,1.0
2018,Mississippi,Triumph Campaigns,2100,Roger F. Wicker,2018MSWicker,-99,1118.0,0,1,58.5,-7.954178646,1.0
2018,Texas,Quinnipiac University,1118,Beto O'Rourke,2018TXO'Rourke,-99,480.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Quinnipiac University,1118,Ted Cruz,2018TXCruz,-99,547.0,0,1,50.9,-7.023984994,1.0
2018,Virginia,Virginia Commonwealth University,747,Tim Kaine,2018VAKaine,-100,366.0,1,0,57.1,0.7271012379999999,1.0
2018,Virginia,Virginia Commonwealth University,747,Corey Stewart,2018VAStewart,-100,194.0,0,1,41.1,0.7271012379999999,1.0
2018,Nevada,Suffolk University,500,Jacky Rosen,2018NVRosen,-101,200.0,1,0,50.4,0.039999588,1.0
2018,Nevada,Suffolk University,500,Dean Heller,2018NVHeller,-101,205.0,0,1,45.4,0.039999588,1.0
2018,Delaware,Gravis Marketing,884,Thomas R. Carper,2018DECarper,-101,415.0,1,0,60.0,5.995207379,1.0
2018,Delaware,Gravis Marketing,884,Rob Arlett,2018DEArlett,-101,344.0,0,1,37.8,5.995207379,1.0
2018,Wisconsin,Emerson College,632,Tammy Baldwin,2018WIBaldwin,-102,317.0,1,0,55.4,-1.482069759,1.0
2018,Wisconsin,Emerson College,632,Leah Vukmir,2018WIVukmir,-102,224.0,0,1,44.6,-1.482069759,1.0
2018,Arizona,OH Predictive Insights,600,Kyrsten Sinema,2018AZSinema,-105,288.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,OH Predictive Insights,600,Martha McSally,2018AZMcSally,-105,264.0,0,1,47.6,-4.106799945,1.0
2018,Arizona,OH Predictive Insights,600,Kyrsten Sinema,2018AZSinema,-105,306.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,OH Predictive Insights,600,Kyrsten Sinema,2018AZSinema,-105,324.0,1,0,50.0,-4.106799945,1.0
2018,Florida,Mason-Dixon Polling & Strategy,625,Bill Nelson,2018FLNelson,-105,275.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Mason-Dixon Polling & Strategy,625,Rick Scott,2018FLScott,-105,293.0,0,1,50.1,-1.790610365,1.0
2018,Texas,Texas Lyceum,441,Beto O'Rourke,2018TXO'Rourke,-105,171.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Texas Lyceum,441,Ted Cruz,2018TXCruz,-105,180.0,0,1,50.9,-7.023984994,1.0
2018,Florida,Florida Atlantic University,800,Bill Nelson,2018FLNelson,-109,320.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Florida Atlantic University,800,Rick Scott,2018FLScott,-109,352.0,0,1,50.1,-1.790610365,1.0
2018,Michigan,Emerson College,600,Debbie Stabenow,2018MIStabenow,-109,283.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Emerson College,600,John James,2018MIJames,-109,171.0,0,1,45.8,0.110617903,0.0
2018,Michigan,Marist College,886,Debbie Stabenow,2018MIStabenow,-111,487.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Marist College,886,John James,2018MIJames,-111,327.0,0,1,45.8,0.110617903,0.0
2018,Wisconsin,Marist College,906,Tammy Baldwin,2018WIBaldwin,-111,498.0,1,0,55.4,-1.482069759,1.0
2018,Wisconsin,Marist College,906,Leah Vukmir,2018WIVukmir,-111,344.0,0,1,44.6,-1.482069759,1.0
2018,California,Public Policy Institute of California,1020,Dianne Feinstein,2018CAFeinstein,-113,469.0,1,0,54.2,10.76322564,1.0
2018,California,Public Policy Institute of California,1020,Kevin de León,2018CAde Leon,-113,244.0,1,0,45.8,10.76322564,1.0
2018,West Virginia,Trafalgar Group,1158,"Joe Manchin, III",2018WVManchin,-114,577.0,1,0,49.6,-13.38955503,1.0
2018,West Virginia,Trafalgar Group,1158,Patrick Morrisey,2018WVMorrisey,-114,457.0,0,1,46.3,-13.38955503,1.0
2018,Florida,Gravis Marketing,1840,Bill Nelson,2018FLNelson,-116,864.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Gravis Marketing,1840,Rick Scott,2018FLScott,-116,791.0,0,1,50.1,-1.790610365,1.0
2018,Tennessee,Emerson College,657,Phil Bredesen,2018TNBredesen,-116,279.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,Emerson College,657,Marsha Blackburn,2018TNBlackburn,-116,239.0,0,1,54.7,-14.12184488,1.0
2018,Montana,Remington Research Group,2581,Jon Tester,2018MTTester,-120,1264.0,1,0,50.3,-8.652566712,1.0
2018,Montana,Remington Research Group,2581,Matt Rosendale,2018MTRosendale,-120,1187.0,0,1,46.8,-8.652566712,1.0
2018,New Jersey,Gravis Marketing,563,Robert Menendez,2018NJMenendez,-120,242.0,1,0,54.0,5.440680607000001,1.0
2018,New Jersey,Gravis Marketing,563,Bob Hugin,2018NJHugin,-120,230.0,0,1,42.8,5.440680607000001,0.0
2018,Missouri,Remington Research Group,1034,Claire McCaskill,2018MOMcCaskill,-122,475.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Remington Research Group,1034,Josh Hawley,2018MOHawley,-122,496.0,0,1,51.4,-6.881433406,1.0
2018,Texas,Gravis Marketing,602,Beto O'Rourke,2018TXO'Rourke,-123,252.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Gravis Marketing,602,Ted Cruz,2018TXCruz,-123,307.0,0,1,50.9,-7.023984994,1.0
2018,Arizona,Gravis Marketing,925,Kyrsten Sinema,2018AZSinema,-128,425.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Gravis Marketing,925,Kyrsten Sinema,2018AZSinema,-128,397.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Gravis Marketing,925,Martha McSally,2018AZMcSally,-128,360.0,0,1,47.6,-4.106799945,1.0
2018,Arizona,Gravis Marketing,925,Kyrsten Sinema,2018AZSinema,-128,481.0,1,0,50.0,-4.106799945,1.0
2018,Indiana,SurveyMonkey,832,Joe Donnelly,2018INDonnelly,-128,382.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,SurveyMonkey,832,Mike Braun,2018INBraun,-128,424.0,0,1,50.9,-8.112056678,1.0
2018,Indiana,SurveyMonkey,719,Joe Donnelly,2018INDonnelly,-128,345.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,SurveyMonkey,719,Mike Braun,2018INBraun,-128,352.0,0,1,50.9,-8.112056678,1.0
2018,Indiana,SurveyMonkey,796,Joe Donnelly,2018INDonnelly,-128,350.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,SurveyMonkey,796,Mike Braun,2018INBraun,-128,413.0,0,1,50.9,-8.112056678,1.0
2018,Indiana,SurveyMonkey,952,Joe Donnelly,2018INDonnelly,-128,437.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,SurveyMonkey,952,Mike Braun,2018INBraun,-128,485.0,0,1,50.9,-8.112056678,1.0
2018,Montana,SurveyMonkey,944,Jon Tester,2018MTTester,-128,509.0,1,0,50.3,-8.652566712,1.0
2018,Montana,SurveyMonkey,944,Matt Rosendale,2018MTRosendale,-128,415.0,0,1,46.8,-8.652566712,1.0
2018,Montana,SurveyMonkey,879,Jon Tester,2018MTTester,-128,474.0,1,0,50.3,-8.652566712,1.0
2018,Montana,SurveyMonkey,879,Matt Rosendale,2018MTRosendale,-128,386.0,0,1,46.8,-8.652566712,1.0
2018,Montana,SurveyMonkey,876,Jon Tester,2018MTTester,-128,481.0,1,0,50.3,-8.652566712,1.0
2018,Montana,SurveyMonkey,876,Matt Rosendale,2018MTRosendale,-128,367.0,0,1,46.8,-8.652566712,1.0
2018,Montana,SurveyMonkey,974,Jon Tester,2018MTTester,-128,525.0,1,0,50.3,-8.652566712,1.0
2018,Montana,SurveyMonkey,974,Matt Rosendale,2018MTRosendale,-128,428.0,0,1,46.8,-8.652566712,1.0
2018,North Dakota,SurveyMonkey,434,Heidi Heitkamp,2018NDHeitkamp,-128,199.0,1,0,45.5,-15.10961444,1.0
2018,North Dakota,SurveyMonkey,434,Kevin Cramer,2018NDCramer,-128,225.0,0,1,55.5,-15.10961444,1.0
2018,North Dakota,SurveyMonkey,389,Heidi Heitkamp,2018NDHeitkamp,-128,178.0,1,0,45.5,-15.10961444,1.0
2018,North Dakota,SurveyMonkey,389,Kevin Cramer,2018NDCramer,-128,206.0,0,1,55.5,-15.10961444,1.0
2018,North Dakota,SurveyMonkey,403,Heidi Heitkamp,2018NDHeitkamp,-128,185.0,1,0,45.5,-15.10961444,1.0
2018,North Dakota,SurveyMonkey,403,Kevin Cramer,2018NDCramer,-128,213.0,0,1,55.5,-15.10961444,1.0
2018,North Dakota,SurveyMonkey,457,Heidi Heitkamp,2018NDHeitkamp,-128,201.0,1,0,45.5,-15.10961444,1.0
2018,North Dakota,SurveyMonkey,457,Kevin Cramer,2018NDCramer,-128,246.0,0,1,55.5,-15.10961444,1.0
2018,North Dakota,SurveyMonkey,457,Heidi Heitkamp,2018NDHeitkamp,-128,205.0,1,0,45.5,-15.10961444,1.0
2018,North Dakota,SurveyMonkey,457,Kevin Cramer,2018NDCramer,-128,242.0,0,1,55.5,-15.10961444,1.0
2018,Pennsylvania,SurveyMonkey,872,Robert P. Casey Jr.,2018PACasey,-128,470.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,SurveyMonkey,872,Lou Barletta,2018PABarletta,-128,374.0,0,1,42.6,0.390350973,1.0
2018,Pennsylvania,SurveyMonkey,748,Robert P. Casey Jr.,2018PACasey,-128,411.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,SurveyMonkey,748,Lou Barletta,2018PABarletta,-128,329.0,0,1,42.6,0.390350973,1.0
2018,Pennsylvania,SurveyMonkey,861,Robert P. Casey Jr.,2018PACasey,-128,482.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,SurveyMonkey,861,Lou Barletta,2018PABarletta,-128,353.0,0,1,42.6,0.390350973,1.0
2018,Pennsylvania,SurveyMonkey,990,Robert P. Casey Jr.,2018PACasey,-128,534.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,SurveyMonkey,990,Lou Barletta,2018PABarletta,-128,425.0,0,1,42.6,0.390350973,1.0
2018,Pennsylvania,SurveyMonkey,990,Robert P. Casey Jr.,2018PACasey,-128,524.0,1,0,55.7,0.390350973,1.0
2018,Ohio,SurveyMonkey,850,Sherrod Brown,2018OHBrown,-128,442.0,1,0,53.4,-4.171365879,1.0
2018,Ohio,SurveyMonkey,850,Jim Renacci,2018OHRenacci,-128,391.0,0,1,46.6,-4.171365879,1.0
2018,Ohio,SurveyMonkey,728,Sherrod Brown,2018OHBrown,-128,364.0,1,0,53.4,-4.171365879,1.0
2018,Ohio,SurveyMonkey,728,Jim Renacci,2018OHRenacci,-128,342.0,0,1,46.6,-4.171365879,1.0
2018,Ohio,SurveyMonkey,809,Sherrod Brown,2018OHBrown,-128,420.0,1,0,53.4,-4.171365879,1.0
2018,Ohio,SurveyMonkey,809,Jim Renacci,2018OHRenacci,-128,364.0,0,1,46.6,-4.171365879,1.0
2018,Ohio,SurveyMonkey,951,Sherrod Brown,2018OHBrown,-128,456.0,1,0,53.4,-4.171365879,1.0
2018,Ohio,SurveyMonkey,951,Jim Renacci,2018OHRenacci,-128,465.0,0,1,46.6,-4.171365879,1.0
2018,Ohio,SurveyMonkey,951,Sherrod Brown,2018OHBrown,-128,465.0,1,0,53.4,-4.171365879,1.0
2018,Ohio,SurveyMonkey,951,Jim Renacci,2018OHRenacci,-128,446.0,0,1,46.6,-4.171365879,1.0
2018,West Virginia,SurveyMonkey,804,"Joe Manchin, III",2018WVManchin,-128,450.0,1,0,49.6,-13.38955503,1.0
2018,West Virginia,SurveyMonkey,804,Patrick Morrisey,2018WVMorrisey,-128,321.0,0,1,46.3,-13.38955503,1.0
2018,West Virginia,SurveyMonkey,672,"Joe Manchin, III",2018WVManchin,-128,356.0,1,0,49.6,-13.38955503,1.0
2018,West Virginia,SurveyMonkey,672,Patrick Morrisey,2018WVMorrisey,-128,282.0,0,1,46.3,-13.38955503,1.0
2018,West Virginia,SurveyMonkey,740,"Joe Manchin, III",2018WVManchin,-128,392.0,1,0,49.6,-13.38955503,1.0
2018,West Virginia,SurveyMonkey,740,Patrick Morrisey,2018WVMorrisey,-128,303.0,0,1,46.3,-13.38955503,1.0
2018,West Virginia,SurveyMonkey,892,"Joe Manchin, III",2018WVManchin,-128,481.0,1,0,49.6,-13.38955503,1.0
2018,West Virginia,SurveyMonkey,892,Patrick Morrisey,2018WVMorrisey,-128,356.0,0,1,46.3,-13.38955503,1.0
2018,West Virginia,SurveyMonkey,892,Patrick Morrisey,2018WVMorrisey,-128,365.0,0,1,46.3,-13.38955503,1.0
2018,Nevada,SurveyMonkey,993,Jacky Rosen,2018NVRosen,-128,486.0,1,0,50.4,0.039999588,1.0
2018,Nevada,SurveyMonkey,993,Dean Heller,2018NVHeller,-128,466.0,0,1,45.4,0.039999588,1.0
2018,Nevada,SurveyMonkey,857,Jacky Rosen,2018NVRosen,-128,437.0,1,0,50.4,0.039999588,1.0
2018,Nevada,SurveyMonkey,857,Dean Heller,2018NVHeller,-128,394.0,0,1,45.4,0.039999588,1.0
2018,Nevada,SurveyMonkey,917,Jacky Rosen,2018NVRosen,-128,440.0,1,0,50.4,0.039999588,1.0
